Title,Accession Number,Title2,Museum Name,Gallery Name,Object Type,Main Material,Medium,Manufacturing Technique,Main Artist,Artist's Nationality,Artist's Life Date / Bio Data,Author,Country,Provenance,Origin Place,Find Place,Scribe,Style,School,Patron/Dynasty,Period / Year of Work,Inscription,Mint,Weight,Brief Description,Detailed Description,Coin Description Obverse,Coin Description Reverse,Denomination,Dimensions,Component Material II,Tribe,Costume,Culture,Component Material III
Tree,AM-MIN-213,Tree,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Patna,Bihar","Patna, Bihar","Patna, Bihar",NA,patna,patna,NA,C.18th Century  CE,NA,,,Painting shows a tree with few birds.,"Painting shows a tree painted with black and white colours. Six 
birds are perching on its branches.",,,,12.065 x 8.89 cm,,NA,NA,NA,
Ragini painting,AM-MIN-214,Ragini painting,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,Middle C.18th century CE,NA,India,"Kota, Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Rajasthani,NA,Middle C.18th centur CE,NA,,,"Ragini picture. Painting shows a horse rider fighting with a man with his sword. Below, on the ground, a man is seen lying dead. Colour of the horse is blue. At the top there is seen a peacock. Below is written ""Bhiru ki natragini samamtisar pahar"".","Ragini picture. Painting shows a horse rider fighting with a man with his sword. Below, on the ground, a man is seen lying dead. Colour of the horse is blue. At the top there is seen a peacock. Below is written ""Bhiru ki natragini samamtisar pahar"".",,,,29.21 x 21.59 cm,,NA,Lady in jama & pagree.,NA,
Deepak Ragini,AM-MIN-215,Deepak Ragini,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,,Water Colour,Not Known,Indian,C.18th century CE,NA,India,Rajasthan,"Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Rajasthani,NA,C.18th century,Inscription is written in Devnagri script.,,,Picture shows Deepak ki Ragini. Inside a pavilion there is seen an amorous couple. The lady holds a flywhisk. Below the script read as ?Deepak ki ragini-ghanashri gavepahar dinchadya?.,Picture shows Deepak ki Ragini. Inside a pavilion there is seen an amorous couple. The lady holds a flywhisk. Below the script read as ?Deepak ki ragini-ghanashri gavepahar dinchadya?.,,,,29.21 x 20.32 cm,,NA,Man in bagalbandi & pagree. Lady in ghanghara choli & odhani.,NA,
A Lady Midst of Trees,AM-MIN-216,A Lady Midst of Trees,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Kota, Rajasthan","Kota, Rajasthan","Kota, Rajasthan",NA,Rajasthani,Kota,NA,C.18th Century CE,Na,,,"It is a Raginee Series of painting which depicts the Kadum 
Raginee(?)","Picture shows a lady standing in the midst of trees. She holds lotus 
buds in her hands. On her right, there is a peacock while 
on her left a Peahen is coming towards her. The lady is offering 
the buds to each of them. Kadum Raginee(?)",,,,29.845 x 20.955 cm,,NA,"Ghanghra, choli and odhni",NA,
Lady drawing face of her lover,AM-MIN-217,Lady drawing face of her lover,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,C.18th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthan,NA,C.18th century  CE,NA,,,Painting shows two ladies seated on the ground. One of them is engaged in painting on a wooden board while the other holds a small pot filled with paints.  Damaged at places.,Painting shows two ladies seated on the ground. One of them is engaged in painting on a wooden board while the other holds a small pot filled with paints.  Damaged at places.,,,,29.845 x 20.32 cm,,NA,Ladies in Ghanghara-choli & odhni,NA,
Ragini Asavari,AM-MIN-218,Ragini Asavari,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Water Colour,Water Colour,Not Known,Indian,C. 1750 CE,NA,India,"Kota, Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,"Kota, Rajasthani","Kota, Rajasthani",NA,C. 1750 CE,NA,,,"Painting shows trees and a rock on the bank of a lake. A lady 
seated on the rock holding a snake in her hand. A number of snakes 
encircled on the trunks of trees. Ragini Asavari.","Painting shows trees and a rock on the bank of a lake. A lady 
seated on the rock holding a snake in her hand. A number of snakes 
encircled on the trunks of trees. Ragini Asavari.",,,,1750 CE,,NA,"choli,odhani",NA,
Amorous Couple,AM-MIN-219,Amorous Couple,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.1750 CE,NA,India,NA,"Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Kota,NA,C.1750 CE,NA,,,Picture depicts a scene outside of a pavilion.,"Picture depicts a scene outside a pavilion where an amorous couple 
is seen seated on a bed stand. Two jars are also kept on a 
stool nearby.",,,,30.48 x 20.955 cm,,NA,"Lady wearing ghaghra, choli and odhni; Man wearing jama-pajama, topi and kamarband",NA,
Bust of a King,AM-MIN-22,Bust of a King,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,C.18th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18th century  CE,NA,,,Picture shows the bust of a king holding a white flower in one of his hands. The king wears a green achakan. On the back of the painting is written Patisah Mahammadswah ji.,Picture shows the bust of a king holding a white flower in one of his hands. The king wears a green achakan. On the back of the painting is written Patisah Mahammadswah ji.,,,,27.94 x 17.78 cm,,NA,Bagalbandi & Mukut.,NA,
Raga Hindola,AM-MIN-220,Raga Hindola,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.1750 CE,NA,India,"Kota , Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Kota,NA,C.1750 CE,Painting with illustration in Devnagri script.,,,"Painting belongs to Raga Series. The Raga Hindola has been depicted 
on it.","Painting shows a Raja seated on a swing holding a Vina in his 
hand. A pair of ladies are standing on both of the sides of the 
king.",,,,29.21 x 20.32 cm,,NA,"Men in Jama, pajama, bagalbandi and pagree; ladies in saree, choli and odhani.",NA,
Madhu Madhavi Ragini,AM-MIN-221,Madhu Madhavi Ragini,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,C.1750 CE,NA,India,"Kota , Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Rajasthan,NA,C.1750 CE,NA,,,Painting shows a pavilion in side which is kept a vacant cot. A lady stands close to it and she is feeding something to a peacock. Madhu Madhavi Ragini. Highly Damaged.,Painting shows a pavilion in side which is kept a vacant cot. A lady stands close to it and she is feeding something to a peacock. Madhu Madhavi Ragini. Highly Damaged.,,,,29.21 x 20.955 cm,,NA,Lehanga-choli & odhani.,NA,
Lady Lying on Couch,AM-MIN-222,Lady Lying on Couch,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Kota, Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Kota,NA,C.18th Century  CE,NA,,,Picture shows a lady lying on a couch kept inside a pavilion.,"Picture shows a lady lying on a couch kept inside a pavilion. A 
prince is proceeding towards the gate on the right with his head 
turned towards the lady.",,,,29.845 x 20.955 cm,,NA,"One lady wearing gerdarjama, dupatta; other lady in ghangra, choli and odhni",NA,
Malkosa Ragini,AM-MIN-223,Malkosa Ragini,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Kota, Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Kota,NA,C.18th Century  CE,No,,,It seems Ragini Series of painting. A king and queen shown enjoying.,"Picture shows a couple seated face to face on a bed. Both of 
them hold flowers in their hands. Below is seen a tank full of 
red flowers. Malkosa Ragini. Damaged.",,,,29.845 x 20.955 cm,,NA,"Man wearing gherdar jama-pajama,kamarbandh  & pagree & lady wearing ghangra-chowli & odhni",NA,
Lady Lying,AM-MIN-224,Lady Lying,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Kota, Rajasthan","Kota, Rajasthan","Kota, Rajasthan",NA,Rajasthani,Kota,NA,C.18th Century  CE,No,,,Painting shows a lady lying on a bedstead during night.,"Painting shows a lady lying on a bedstead during night. An attendant 
seated (in Vajrasana). A pair of Heron is shown flying in the sky  
The painting seems to be damaged.",,,,29.845 x 20.955 cm,,NA,Both are wearing lehanga and odhni,NA,
Seated Lady,AM-MIN-225,Seated Lady,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Kota, Rajasthan","Kota, Rajasthan","Kota, Rajasthan",NA,Rajasthani,Kota,NA,C.18th Century  CE,No,,,"Picture shows a lady seated on a throne outside a pavilion holding a 
vina in one of her hands.","Picture shows a lady seated on a throne outside a pavilion. She 
holds a vina in one of her hands. A peacock is seen dancing in 
front of her near flower plant. On the left side another vacant 
cot is seen inside a pavilion.",,,,29.845 x 21.59 cm,,NA,"Ghanghra, choli and odhni",NA,
Krishna,AM-MIN-226,Krishna,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,C.19th century CE,NA,India,"Jaipur, Rajasthan","Jaipur, Rajasthan","Jaipur, Rajasthan",NA,Rajasthani,Rajasthan,NA,C.19th century  CE,Inscription is written in Devnagri script on second page.,,,Painting shows Krishna seated in the company of five gopies. Four cows are also seen seated on the top left side in a posture. It is illustrated page of a book having a passage of 24 lines on the back side and five on the front.,Painting shows Krishna seated in the company of five gopies. Four cows are also seen seated on the top left side in a posture. It is illustrated page of a book having a passage of 24 lines on the back side and five on the front.,,,,26.67 x 15.24 cm,,NA,"Krishana in dhoti & mukut. Ladies in ghanghara,choli & odhani.",NA,
Raslila,AM-MIN-227,Raslila,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,C.1850 CE,NA,India,"Jaipur, Rajasthan","Jaipur, Rajasthan","Jaipur, Rajasthan",NA,Rajasthani,Rajasthan,NA,C.1850  CE,Inscription is written in Devnagri script on second side.,,,Picture shows the scene of Raslila.  Krishna is seen dancing in the centre of a ring made by seven gopies. Above two ladies are seated face to face with one blowing a wind pipe. Four Gandharvas are dropping flowers from the sky. At an back side of the picture there is a passage of 23 lines.,Picture shows the scene of Raslila.  Krishna is seen dancing in the centre of a ring made by seven gopies. Above two ladies are seated face to face with one blowing a wind pipe. Four Gandharvas are dropping flowers from the sky. At an back side of the picture there is a passage of 23 lines.,,,,26.035 x 13.97 cm,,NA,Krishna in dhoti & mukut. Ladies  in ghanghara choli & odhani.,NA,
Hide and Seek,AM-MIN-228,Hide and Seek,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,Mid. C. 19th century CE,NA,India,"Jaipur, Rajasthan","Jaipur, Rajasthan","Jaipur, Rajasthan",NA,Rajasthani,Rajasthan,NA,Mid. C. 19th century CE,Inscription is written in Devnagri script on other page.,,,Picture shows a game of hide and seek played by Radha and Krishna. Radha is seated on a rock and Krishna has closed her eyes with both of his hands. Other gopies are hiding themselves in different places. A passage of 23 lines is written on the back f the painting.,Picture shows a game of hide and seek played by Radha and Krishna. Radha is seated on a rock and Krishna has closed her eyes with both of his hands. Other gopies are hiding themselves in different places. A passage of 23 lines is written on the back f the painting.,,,,26.035 x 13.97 cm,,NA,"Krishna in dhoti & mukut.Ladies in ghanghara,choli & odhani.",NA,
Ragini shyamkalyan,AM-MIN-229,Ragini shyamkalyan,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Water Colour,Water Colour,Not Known,Indian,C.18th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18th century  CE,Inscription is written in Devnagri script on top.,,,"Picture shows a lady worshipping a Shiva linga placed inside a 
small temple. Behind the lady stand four female attendants playing 
on different musical instruments. A snake coils the Shiva Linga. 
Ragini shyamkalyan.","Picture shows a lady worshipping a Shiva linga placed inside a 
small temple. Behind the lady stand four female attendants playing 
on different musical instruments. A snake coils the Shiva Linga. 
Ragini shyamkalyan.",,,,20.955 x 14.605 cm,,NA,Ladies in Ghanghra-choli & odhni.,NA,
Radhajuko Chitradarsana,AM-MIN-23,Radhajuko Chitradarsana,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan",NA,Rajasthani,Rajasthani,NA,C.18th Century CE,Painting is illustrated in Devanagari script.,,,"An illustration of poem of Keshwadas. It depicts two ladies 
proceeding towards the gate of a palace","At the top of poem of Keshwadas is written. Its caption is Radha ju 
ko Chitradarsana(?). The picture shows two ladies proceeding towards 
the gate of a palace at upper part. In the lower portion of a lady 
stands near a tree facing Krishna showing him the portrait of Radha.",,,,246.38 x 12.065 cm,,NA,"Bagalbandi, pajama, kamarband and mukut.",NA,
Bhamini Nayeka,AM-MIN-230,Bhamini Nayeka,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Water Colour & line drawing,Not Known,Indian,C.18th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18th century  CE,NA,,,On the Mount.  Painting shows a couple inside a closed pavilion. The lady is in angry mood. The man is touching her feet in order to pacify her. One female attendant stands nearly by holding a flywhisk in her hand. This illustration shows a ?Bhamini nayeka.?,On the Mount.  Painting shows a couple inside a closed pavilion. The lady is in angry mood. The man is touching her feet in order to pacify her. One female attendant stands nearly by holding a flywhisk in her hand. This illustration shows a ?Bhamini nayeka.?,,,,24.13 x 17.145 cm,,NA,Man in bagalbandi & pagree. Ladies in ghanghara choli & odhani.,NA,
Female Ascetic,AM-MIN-231,Female Ascetic,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,C.18th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18th century  CE,NA,,,On the Mount.  Painting shows a female ascetic seated on the skin of a lion. She holds the pipe of a hukka in one of her hands. Fire is seen burning before her.,On the Mount.  Painting shows a female ascetic seated on the skin of a lion. She holds the pipe of a hukka in one of her hands. Fire is seen burning before her.,,,,14.605 x 9.525 cm,,NA,"Men in dhoti,kamarband & pagree. Lady in ghanghara-choli & odhani.",NA,
Lady,AM-MIN-232,Lady,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Mughal,Mughal,NA,C.18th Century  CE,NA,,,Painting shows a lady wearing a long red colour gown.,"Painting shows a lady wearing a long red colour gown. She holds a 
cup in her right hand and a jar in the other one. She 
stands in the midst of blossomed flower plants.",,,,12.065 x 9.525 cm,,NA,Gown,NA,
Rajput Noble,AM-MIN-233,Rajput Noble,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Water Colour,Not Known,Indian,C.1775 CE,NA,India,"Jodhpur, Rajasthan","Jodhpur, Rajasthan","Jodhpur, Rajasthan",NA,Rajasthani,Rajasthani,NA,C.1775 CE,NA,,,Painting shows standing Rajput noble. He is holding a shield and sword in one of his hands.,Painting shows standing Rajput noble. He is holding a shield and sword in one of his hands.,,,,29.21 x 19.05 cm,,NA,Man in gherdar jama & Mukut.,NA,
